id,accident_risk
519216,0.5917615
519217,0.36723375
519218,0.53939897
519219,0.12630394
519220,0.24674648
519221,0.268883
519222,0.3873029
519223,0.47697085
519224,0.28621668
519225,0.42717814
519226,0.19926588
519227,0.42563802
519228,0.33816525
519229,0.55635464
519230,0.3607377
519231,0.13978635
519232,0.41932318
519233,0.22591768
519234,0.038967043
519235,0.28907657
519236,0.39898384
519237,0.087272406
519238,0.2246023
519239,0.37216508
519240,0.26591554
519241,0.32518992
519242,0.29619756
519243,0.64598095
519244,0.18754901
519245,0.46150634
519246,0.17823924
519247,0.45582536
519248,0.15352547
519249,0.43406978
519250,0.2910398
519251,0.122101456
519252,0.22332096
519253,0.12925975
519254,0.3071727
519255,0.14103952
519256,0.44025603
519257,0.5265615
519258,0.28099585
519259,0.25065878
519260,0.31904215
519261,0.56261635
519262,0.21862522
519263,0.34023538
519264,0.15671799
519265,0.36958757
519266,0.43687582
519267,0.5579788
519268,0.23506433
519269,0.36388823
519270,0.22189069
519271,0.36982632
519272,0.14792645
519273,0.22988191
519274,0.19700392
519275,0.2839147
519276,0.21709202
519277,0.23593178
519278,0.2376849
519279,0.19051324
519280,0.45646614
519281,0.48434016
519282,0.33986714
519283,0.3131229
519284,0.33325726
519285,0.6002997
519286,0.2873134
519287,0.41942033
519288,0.28544098
519289,0.44725066
519290,0.095486045
519291,0.6153177
519292,0.28019023
519293,0.34736678
519294,0.2431609
519295,0.25584638
519296,0.24187839
519297,0.44349232
519298,0.45191064
519299,0.43731755
519300,0.090919375
519301,0.4106626
519302,0.62465006
519303,0.35706824
519304,0.53595674
519305,0.5788635
519306,0.47277886
519307,0.04237619
519308,0.29400867
519309,0.32761744
519310,0.44732738
519311,0.22112535
